,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,index,namematch_collector,namematch_wikidata,namematch_distance
618,Arroyo-Leuenberger,S.C.,,,,,,,"Arroyo-Leuenberger, S.C.",55,https://herbarium.bgbm.org/object/B100184947,8245,"Arroyo-Leuenberger, S.C.","Arroyo, S.C.",0.86
27,Aryavand,Edmondson,,,,,,,"Aryavand, Edmondson",1,https://herbarium.bgbm.org/object/B100355327,114,"Aryavand, Edmondson","Edmondson, T",0.86
847,Balderrama,J.,,,,,,,"Balderrama, J.",3,https://herbarium.bgbm.org/object/B100711246,12036,"Balderrama, J.","Balderrama-Torrico, J.A.",0.86
1116,Bañares,Á.,,,,,,,"Bañares, Á.",5,https://herbarium.bgbm.org/object/B100154720,13893,"Bañares, Á.","Bačar, R.",0.86
1341,Bernau,,,,,,,,Bernau,9,https://dr.jacq.org/DR058449,11416,Bernau,"Bernaux, P.",0.86
1355,Bernier,A.C.J.,,,,,,,"Bernier, A.C.J.",1,https://je.jacq.org/JE04006221,7332,"Bernier, A.C.J.","Bernier, J.",0.86
1373,Bertero,C.G.,,,,,,,"Bertero, C.G.",35,http://id.snsb.info/snsb/collection/16521/25300/16341,18467,"Bertero, C.G.","Bertero, C.L.G.",0.86
1609,Blocki,B.,,,,,,,"Blocki, B.",50,http://id.snsb.info/snsb/collection/512053/634363/291468,3005,"Blocki, B.","Block, A.",0.86
1682,Bohl Petersen,M.,,,,,,,"Bohl Petersen, M.",1,https://herbarium.bgbm.org/object/B100108517,4547,"Bohl Petersen, M.","Petersen, H.",0.86
66,Bonpland,AJAvon,,,,,,,"Bonpland, AJAvon",27,https://herbarium.bgbm.org/object/B100390924,404,"Bonpland, AJAvon","Bonpland, Aimé",0.86
1866,Boström,B.,,,,,,,"Boström, B.",1,https://herbarium.bgbm.org/object/B101137363,6411,"Boström, B.","Strøm, B.",0.86
2002,Bratt,C.,,,,,,,"Bratt, C.",1,https://herbarium.bgbm.org/object/B600152231,19923,"Bratt, C.","Bratt, G.C.",0.86
2056,Brenan,J.H.,,,,,,,"Brenan, J.H.",1,http://id.snsb.info/snsb/collection/715185/779563/421005,2033,"Brenan, J.H.","Brenan, J.P.M.",0.86
2322,Burchard,W.F.G.,,,,,,,"Burchard, W.F.G.",1,https://herbarium.bgbm.org/object/B200167577,19524,"Burchard, W.F.G.","Burchard, G.",0.86
2339,Burk,,,,,,,,Burk,38,https://dr.jacq.org/DR058376,10236,Burk,"Burk, M.M.J.",0.86
2436,Bär,K.,,,,,,,"Bär, K.",1,https://herbarium.bgbm.org/object/B100741140,3475,"Bär, K.","Bär, J.",0.86
2464,Böhlmann,D.,,,,,,,"Böhlmann, D.",1,https://herbarium.bgbm.org/object/B100210130,16266,"Böhlmann, D.","Uhlmann, D.",0.86
2505,Bütow,R.,,,,,,,"Bütow, R.",3,https://herbarium.bgbm.org/object/B700005256,11923,"Bütow, R.","Schartow, R.",0.86
2746,Carrillo Vega,P.,,,,,,,"Carrillo Vega, P.",1,https://herbarium.bgbm.org/object/B101112513,5546,"Carrillo Vega, P.","Carrillo, M.",0.86
2919,Chagas,J.,,,,,,,"Chagas, J.",1,http://id.snsb.info/snsb/collection/24499/33277/24067,225,"Chagas, J.","Chagas, E.C.d.O.",0.86
2957,Chanta Garcia,O.,,,,,,,"Chanta Garcia, O.",24,https://herbarium.bgbm.org/object/B600301082,6186,"Chanta Garcia, O.","Garcia, M.",0.86
3060,Chinchilla Peña,F.,,,,,,,"Chinchilla Peña, F.",21,https://herbarium.bgbm.org/object/B100031786,2477,"Chinchilla Peña, F.","Chinchilla, I.F.",0.86
3156,Cinbilgel,I.,,,,,,,"Cinbilgel, I.",1,https://herbarium.bgbm.org/object/B100009779,2572,"Cinbilgel, I.",Çinbilgel,0.86
3167,Clair,R.C.,,,,,,,"Clair, R.C.",3,https://herbarium.bgbm.org/object/B600325531,19291,"Clair, R.C.","Sinclair, R.C.",0.86
3173,Clark,O.M.,,,,,,,"Clark, O.M.",10,https://herbarium.bgbm.org/object/B100127304,5884,"Clark, O.M.","Clark, M.",0.86
3329,Contreras Jimenéz,J.L.,,,,,,,"Contreras Jimenéz, J.L.",1,http://id.snsb.info/snsb/collection/515452/638585/295196,4955,"Contreras Jimenéz, J.L.","Contreras, A.",0.86
3338,Cooling,E.N.,,,,,,,"Cooling, E.N.",4,https://herbarium.bgbm.org/object/B180010578,10310,"Cooling, E.N.","Cooling, L.E.",0.86
3424,Cours,G.,,,,,,,"Cours, G.",5,https://herbarium.bgbm.org/object/B100114231,20101,"Cours, G.","Cours-Darne, G.",0.86
3498,Crozet-Bourgeau,,,,,,,,Crozet-Bourgeau,7,https://je.jacq.org/JE00017820,4806,Crozet-Bourgeau,"Bourgeau, E.",0.86
3556,Cumins,R.B.,,,,,,,"Cumins, R.B.",1,https://herbarium.bgbm.org/object/B100272377,18941,"Cumins, R.B.","Cumin, W.",0.86
3557,Cummig,,,,,,,,Cummig,1,https://herbarium.bgbm.org/object/B180012655,2202,Cummig,"Cumming, L.",0.86
3700,Dantas,H.G.,,,,,,,"Dantas, H.G.",1,https://herbarium.bgbm.org/object/B100603637,15346,"Dantas, H.G.","Dantas, T.S.",0.86
124,Diguet,Annick,,,,,,,"Diguet, Annick",3,https://herbarium.bgbm.org/object/B100192252,102,"Diguet, Annick","Diguet, Léon",0.86
4121,Drake,J.D.L.,,,,,,,"Drake, J.D.L.",5,https://herbarium.bgbm.org/object/B180011881,5713,"Drake, J.D.L.","Drake, D.",0.86
4481,Ehlert,W.,,,,,,,"Ehlert, W.",2,https://herbarium.bgbm.org/object/B180002373,19969,"Ehlert, W.","Ehlers, R.",0.86
142,Eichler,Hj,,,,,,,"Eichler, Hj",2,https://herbarium.bgbm.org/object/B200154947,613,"Eichler, Hj","Eichler, Julius",0.86
4841,Farges,R.P.,,,,,,,"Farges, R.P.",21,https://herbarium.bgbm.org/object/B200097282,8935,"Farges, R.P.","Farges, P.G.",0.86
4935,Feraud,H.,,,,,,,"Feraud, H.",1,https://herbarium.bgbm.org/object/B100749394,2625,"Feraud, H.","Giraud, H.",0.86
4985,Ferrer-Gallego,P.P.,,,,,,,"Ferrer-Gallego, P.P.",1,https://herbarium.bgbm.org/object/B101169036,4604,"Ferrer-Gallego, P.P.","Gallego, P.P.F.",0.86
5002,Festi,,,,,,,,Festi,1,http://id.snsb.info/snsb/collection/118792/177591/119745,3589,Festi,"Fest, B.",0.86
5049,Finn,W.,,,,,,,"Finn, W.",2,https://je.jacq.org/JE00020503,14992,"Finn, W.","Finn, V.V.",0.86
5188,Fontes,L.R.,,,,,,,"Fontes, L.R.",1,https://herbarium.bgbm.org/object/B600130137,10462,"Fontes, L.R.","Fontes, F.C.",0.86
5403,Fry,J.L.,,,,,,,"Fry, J.L.",5,https://herbarium.bgbm.org/object/B100164899,2285,"Fry, J.L.","Fry, A.",0.86
174,Frère,Mauricio,,,,,,,"Frère, Mauricio",1,https://je.jacq.org/JE00019370,466,"Frère, Mauricio","Marín, Mauricio",0.86
177,Gabriel,Agnes,,,,,,,"Gabriel, Agnes",14,https://herbarium.bgbm.org/object/B100277247,37,"Gabriel, Agnes","Gabriel, R",0.86
189,Gast,Gröger,,,,,,,"Gast, Gröger",60,https://herbarium.bgbm.org/object/B101228017,483,"Gast, Gröger","Gröger, A",0.86
5806,Georgieff,T.,,,,,,,"Georgieff, T.",1,https://herbarium.bgbm.org/object/B100483867,15506,"Georgieff, T.","Georgiev, T.",0.86
5918,Giler,M.,,,,,,,"Giler, M.",1,http://id.snsb.info/snsb/collection/457028/558026/236505,8129,"Giler, M.","Gilert, E.",0.86
6028,Goering,P.F.W.,,,,,,,"Goering, P.F.W.",5,http://id.snsb.info/snsb/collection/489256/601492/271140,10942,"Goering, P.F.W.","Goering, A.",0.86
6193,Grabe,D.,,,,,,,"Grabe, D.",3,https://herbarium.bgbm.org/object/B101097489,11838,"Grabe, D.","Graber, A.",0.86
6618,Götze,,,,,,,,Götze,1,https://herbarium.bgbm.org/object/B180006262,11199,Götze,"Götz, M.",0.86
6624,Güney,K.,,,,,,,"Güney, K.",1,https://herbarium.bgbm.org/object/B100365673,19622,"Güney, K.","Güner, Ö.",0.86
6709,Hager,P.K.,,,,,,,"Hager, P.K.",2,https://herbarium.bgbm.org/object/B100249723,4575,"Hager, P.K.","Hager, A.",0.86
227,Hassan,Ali,,,,,,,"Hassan, Ali",1,https://herbarium.bgbm.org/object/B101156197,343,"Hassan, Ali","Hassan, M A",0.86
6998,Haughton,J.,,,,,,,"Haughton, J.",1,https://herbarium.bgbm.org/object/B200060363,19175,"Haughton, J.","Laughton, E.M.",0.86
7019,Hausmann-Merck,,,,,,,,Hausmann-Merck,1,https://herbarium.bgbm.org/object/B200130696c,9884,Hausmann-Merck,"Hausmann, F.v.",0.86
7058,Hazslin,F.A.,,Hazslinszky von,,,,,"Hazslin, F.A.",13,https://herbarium.bgbm.org/object/B100841646,2032,"Hazslin, F.A.","Hazslinszky, F.Á.",0.86
7175,Hellmann,,,,,,,,Hellmann,29,https://herbarium.bgbm.org/object/B180016705,13609,Hellmann,"Schellmann, C.",0.86
7263,Henser,,,,,,,,Henser,1,https://dr.jacq.org/DR049027,17990,Henser,"Hensen, V.",0.86
7280,Herault,,,,,,,,Herault,1,https://dr.jacq.org/DR055931,6075,Herault,"Brault, J.",0.86
7288,Herborn,M.,,,,,,,"Herborn, M.",20,https://herbarium.bgbm.org/object/B100575761,7013,"Herborn, M.","Herborg, J.",0.86
7343,Herre,K.,,,,,,,"Herre, K.",1,https://herbarium.bgbm.org/object/B180011785,7885,"Herre, K.","Herre, A.W.",0.86
7379,Herter,W.,,,,,,,"Herter, W.",27,https://herbarium.bgbm.org/object/B200129718,4262,"Herter, W.","Herter, W.G.F.",0.86
7408,Hetterscheid-Hollands,A.M.C.,,,,,,,"Hetterscheid-Hollands, A.M.C.",1,https://herbarium.bgbm.org/object/B200121000,16716,"Hetterscheid-Hollands, A.M.C.","Hetterscheid, W.",0.86
7427,Heyde,H.T.,,,,,,,"Heyde, H.T.",4,http://id.snsb.info/snsb/collection/118322/177121/119332,4538,"Heyde, H.T.","Heyder, E.",0.86
7489,Hille,A.,,,,,,,"Hille, A.",1,https://herbarium.bgbm.org/object/B101102865,4307,"Hille, A.","Hill, A.",0.86
250,Hinkova,Zv,,,,,,,"Hinkova, Zv",1,https://dr.jacq.org/DR062643,201,"Hinkova, Zv","Hinkova, T S",0.86
7693,Holtz,F.,,,,,,,"Holtz, F.",11,https://herbarium.bgbm.org/object/B100180416,1716,"Holtz, F.","Bucholtz, F.",0.86
8033,Ibar,H.,,,,,,,"Ibar, H.",4,https://je.jacq.org/JE00001179,11505,"Ibar, H.","Ibarra, L.",0.86
8107,Infantes Vera,J.G.,,,,,,,"Infantes Vera, J.G.",12,https://herbarium.bgbm.org/object/B101157298,8264,"Infantes Vera, J.G.","Infante, M.",0.86
8189,Jacobs-Brouwer,A.,,,,,,,"Jacobs-Brouwer, A.",4,https://herbarium.bgbm.org/object/B100184840,6776,"Jacobs-Brouwer, A.","Jacobs, A.",0.86
8341,Jeffery,,,,,,,,Jeffery,1,https://herbarium.bgbm.org/object/B101186206,2383,Jeffery,"Jeffers, W.F.",0.86
8550,Jurtsev,B.A.,,,,,,,"Jurtsev, B.A.",1,https://je.jacq.org/JE04009565,19666,"Jurtsev, B.A.","Yurtsev, B.",0.86
8560,Justiniano,J.,,,,,,,"Justiniano, J.",1,https://herbarium.bgbm.org/object/B100740025,18443,"Justiniano, J.","Justine, J.",0.86
8732,Karwinski,W. F. von Karwin,,,,,,,"Karwinski, W. F. von Karwin",2,https://je.jacq.org/JE04006059,4398,"Karwinski, W. F. von Karwin","Marwinski, D.",0.86
8762,Kaulfuß,,,,,,,,Kaulfuß,2,https://herbarium.bgbm.org/object/B200116848,13108,Kaulfuß,"Kaulfuss, J.S.",0.86
8917,Kiefer,K.,,,,,,,"Kiefer, K.",1,https://herbarium.bgbm.org/object/B300308722,2413,"Kiefer, K.","Kieffer, J.",0.86
9333,Kozlowsky,A.,,,,,,,"Kozlowsky, A.",1,https://herbarium.bgbm.org/object/B100295656,11363,"Kozlowsky, A.","Kozlowskaja, N.V.",0.86
9548,Kuhnert,,,,,,,,Kuhnert,1,https://herbarium.bgbm.org/object/B101133804,18721,Kuhnert,"Kuhn, J.",0.86
9641,Kuznetzov,N.I.,,,,,,,"Kuznetzov, N.I.",1,https://herbarium.bgbm.org/object/B100184290,16557,"Kuznetzov, N.I.","Kuznetsov, N.",0.86
9687,König,I.G.,,,,,,,"König, I.G.",1,http://id.snsb.info/snsb/collection/461522/562538/240378,6371,"König, I.G.","König, J.",0.86
9694,Köppe,I.,,,,,,,"Köppe, I.",6,https://herbarium.bgbm.org/object/B700003694,4987,"Köppe, I.","Köppen, W.",0.86
9696,Köppel,M.,,,,,,,"Köppel, M.",1,https://herbarium.bgbm.org/object/B100848869,13419,"Köppel, M.","Köppen, W.",0.86
9721,Kümmerle,D.J.B.,,,,,,,"Kümmerle, D.J.B.",3,https://herbarium.bgbm.org/object/B100241234,7413,"Kümmerle, D.J.B.","Kümmerle, J.B.",0.86
9804,Lalande,P.,,,,,,,"Lalande, P.",2,http://id.snsb.info/snsb/collection/469140/575443/248092,3859,"Lalande, P.","Laland, G.",0.86
9811,Lamarck,J.B.A.P.,,Monnet de,,,,,"Lamarck, J.B.A.P.",1,https://herbarium.bgbm.org/object/B180012987,14665,"Lamarck, J.B.A.P.","Lamarck, J.d.",0.86
9828,Lampert,,,,,,,,Lampert,8,https://dr.jacq.org/DR000470,16735,Lampert,"Lampe, L.",0.86
9992,Le Rat,A.,,,,,,,"Le Rat, A.",8,https://herbarium.bgbm.org/object/B109009418,9828,"Le Rat, A.","Rat, A.L.",0.86
10135,Lenen,,,,,,,,Lenen,1,https://herbarium.bgbm.org/object/B100127258,6379,Lenen,"León, J.",0.86
10258,Leyay,,,,,,,,Leyay,1,https://dr.jacq.org/DR053917,2493,Leyay,"Leya, T.",0.86
359,Lima,Santos,,,,,,,"Lima, Santos",6,https://herbarium.bgbm.org/object/B100158487,175,"Lima, Santos","Santos, Leidiana Lima Dos",0.86
10473,Lo Presti,R.M.,,,,,,,"Lo Presti, R.M.",12,https://herbarium.bgbm.org/object/B100349317,14060,"Lo Presti, R.M.","Presti, R.M.L.",0.86
10549,Lopez Poveda,L.,,,,,,,"Lopez Poveda, L.",1,https://herbarium.bgbm.org/object/B180018882,3492,"Lopez Poveda, L.","Poveda, L.L.",0.86
10679,Luis,,,,,,,,Luis,1,https://herbarium.bgbm.org/object/B100010599,9814,Luis,"Luisier, A.",0.86
10712,Lunk,,,,,,,,Lunk,1,https://herbarium.bgbm.org/object/B180021095,11532,Lunk,"Lunke, T.",0.86
10997,Malinsky,,,,,,,,Malinsky,4,https://herbarium.bgbm.org/object/B101068349,10977,Malinsky,"Kalinsky, R.G.",0.86
11198,Martinalli,,,,,,,,Martinalli,2,https://dr.jacq.org/DR019473,2605,Martinalli,Martin,0.86
11517,Mehnert,,,,,,,,Mehnert,1,https://dr.jacq.org/DR057355,10245,Mehnert,"Lehnert, M.",0.86
11523,Meijer Drees,E.,,,,,,,"Meijer Drees, E.",3,https://je.jacq.org/JE04002715,16368,"Meijer Drees, E.","Meijer, W.",0.86
11549,Melbourne,,,,,,,,Melbourne,1,http://id.snsb.info/snsb/collection/455191/555719/234671,1174,Melbourne,"Welbourn, P.",0.86
11629,Mentel,C.,,,,,,,"Mentel, C.",2,https://herbarium.bgbm.org/object/B100455447,12054,"Mentel, C.","Mentzel, C.",0.86
11704,Meye,,,,,,,,Meye,1,https://herbarium.bgbm.org/object/B100120330,12264,Meye,"Meyer, J.",0.86
11790,Mikolás,V.,,,,,,,"Mikolás, V.",3,https://herbarium.bgbm.org/object/B100184996,7838,"Mikolás, V.","Mikoláš, V.",0.86
11985,Montoya-Quiroga,A.,,,,,,,"Montoya-Quiroga, A.",1,https://herbarium.bgbm.org/object/B101209987,4222,"Montoya-Quiroga, A.","Quiroga, G.",0.86
12067,Mori,U.,,,,,,,"Mori, U.",2,https://herbarium.bgbm.org/object/B100294559,5302,"Mori, U.","Mori, A.",0.86
414,Mueller,FJHv,,,,,,,"Mueller, FJHv",8,https://herbarium.bgbm.org/object/B100279542,627,"Mueller, FJHv","Mueller, Anton",0.86
12250,Murner,,,,,,,,Murner,1,https://dr.jacq.org/DR050398,18785,Murner,"Murín, A.",0.86
12274,Mutis,J.C.B.,,,,,,,"Mutis, J.C.B.",4,https://herbarium.bgbm.org/object/B101029233,12863,"Mutis, J.C.B.","Mutis, S.",0.86
12298,Márton,,,,,,,,Márton,4,https://dr.jacq.org/DR068559,10933,Márton,"Mártonfi, P.",0.86
12340,Mühlenberg,,,,,,,,Mühlenberg,6,https://herbarium.bgbm.org/object/BW17806010,1276,Mühlenberg,"Mühlenbeck, H.G.",0.86
12474,Navas,B.E.,,,,,,,"Navas, B.E.",1,https://herbarium.bgbm.org/object/B100268794,4621,"Navas, B.E.","Navas, A.J.",0.86
12545,Nesterova,S.Y.,,,,,,,"Nesterova, S.Y.",2,https://herbarium.bgbm.org/object/B100847962,6802,"Nesterova, S.Y.","Nesterov, Y.",0.86
12591,Newton,F. X. O. de Aguiar,,,,,,,"Newton, F. X. O. de Aguiar",4,https://je.jacq.org/JE04005590,11483,"Newton, F. X. O. de Aguiar","Newton, F.",0.86
12728,Nolasco,M.,,,,,,,"Nolasco, M.",32,https://herbarium.bgbm.org/object/B100041273,13677,"Nolasco, M.","Velasco, M.",0.86
13178,Palacios-Cuezzo,,,,,,,,Palacios-Cuezzo,2,https://herbarium.bgbm.org/object/B100001994,3636,Palacios-Cuezzo,"Palacios, P.",0.86
13185,Pallas,P. S. von,,,,,,,"Pallas, P. S. von",4,https://je.jacq.org/JE00006401,9270,"Pallas, P. S. von","Pallas, P.S.",0.86
13212,Palézieux,P.,,,,,,,"Palézieux, P.",1,https://je.jacq.org/JE00011235,3524,"Palézieux, P.","Palezieux, P.d.",0.86
13290,Park,G.O.,,,,,,,"Park, G.O.",11,https://herbarium.bgbm.org/object/B100040210,11616,"Park, G.O.","Park, G.N.",0.86
13335,Patersons,K.R.,,,,,,,"Patersons, K.R.",1,https://herbarium.bgbm.org/object/B100167800,16043,"Patersons, K.R.","Paterson, R.",0.86
13658,Pfeiffer-Berendsohn,B.,,,,,,,"Pfeiffer-Berendsohn, B.",37,https://herbarium.bgbm.org/object/B100031716,18156,"Pfeiffer-Berendsohn, B.","Pfeiffer, A.",0.86
459,Philippi,Rudolf Amandus,,,,,,,"Philippi, Rudolf Amandus",1,https://je.jacq.org/JE00000602,643,"Philippi, Rudolf Amandus","Philippi, Rodolfo Amando",0.86
13946,Pollack,W.A.,,,,,,,"Pollack, W.A.",1,http://id.snsb.info/snsb/collection/23928/32706/23498,19522,"Pollack, W.A.","Pollack, F.G.",0.86
13949,Pollard,H.M.,,,,,,,"Pollard, H.M.",15,https://herbarium.bgbm.org/object/B101233183,6370,"Pollard, H.M.","Pollard, C.L.",0.86
14130,Priess,J.,,,,,,,"Priess, J.",1,https://herbarium.bgbm.org/object/B100184811,17468,"Priess, J.","Pries, M.",0.86
14199,Puente Álvarez,R.,,,,,,,"Puente Álvarez, R.",1,https://herbarium.bgbm.org/object/B101204689,14751,"Puente Álvarez, R.","Puente, R.",0.86
14242,Pylaie,A.J.M.,,Bachelot de la,,,,,"Pylaie, A.J.M.",2,https://herbarium.bgbm.org/object/B31001501,5905,"Pylaie, A.J.M.","Pylaie, J.B.L.",0.86
14254,Pérez Juan,C.,,,,,,,"Pérez Juan, C.",2,https://herbarium.bgbm.org/object/B101169059,706,"Pérez Juan, C.","Pérez, J.",0.86
14336,Quiñonez,F.,,,,,,,"Quiñonez, F.",113,https://herbarium.bgbm.org/object/B101047089,4503,"Quiñonez, F.","Quiñones, L.M.",0.86
14509,Rau,R.,,,,,,,"Rau, R.",1,https://herbarium.bgbm.org/object/B100108812,12228,"Rau, R.","Rau, G.",0.86
14746,Reuss,A.E.R.v,,,,,,,"Reuss, A.E.R.v",409,https://herbarium.bgbm.org/object/B100384462,5733,"Reuss, A.E.R.v","Reuss, A.E.v.",0.86
14791,Ribas,O.S.,,,,,,,"Ribas, O.S.",9,https://herbarium.bgbm.org/object/B100057110,3906,"Ribas, O.S.","Ribas, O.d.S.",0.86
14865,Riese,,,,,,,,Riese,9,https://dr.jacq.org/DR009149,6481,Riese,"Ries, H.",0.86
14894,Risch,C.,,,,,,,"Risch, C.",38,https://herbarium.bgbm.org/object/B100766967,12487,"Risch, C.","Fisch, C.",0.86
14969,Robin South,G.,,,,,,,"Robin South, G.",2,https://herbarium.bgbm.org/object/B600325453,13869,"Robin South, G.","South, G.R.",0.86
14985,Robyns,W.,,,,,,,"Robyns, W.",7,http://id.snsb.info/snsb/collection/19713/28492/19533,13377,"Robyns, W.","Robyns, F.H.E.A.W.",0.86
15105,Rojas Jiménez,K.,,,,,,,"Rojas Jiménez, K.",3,https://herbarium.bgbm.org/object/B100459210,20050,"Rojas Jiménez, K.","Rojas, J.",0.86
15387,Rusch,E.,,,,,,,"Rusch, E.",18,https://herbarium.bgbm.org/object/B100154782,17880,"Rusch, E.","Ruschi, A.",0.86
15687,Santos,M. R. dos,,,,,,,"Santos, M. R. dos",2,https://herbarium.bgbm.org/object/B101150076,2216,"Santos, M. R. dos","Santos, J.",0.86
16194,Schuhmacher,A.,,,,,,,"Schuhmacher, A.",1,https://herbarium.bgbm.org/object/B100295896,11664,"Schuhmacher, A.","Schumacher, A.",0.86
16246,Schultze-Spohr,,,,,,,,Schultze-Spohr,216,https://herbarium.bgbm.org/object/B100627718,13117,Schultze-Spohr,"Schultze, W.",0.86
539,Schwarzer,Ch,,,,,,,"Schwarzer, Ch",1,https://herbarium.bgbm.org/object/B100426789,192,"Schwarzer, Ch","Schwarzer, Carl Ferdinand",0.86
16453,Seeman,R.,,,,,,,"Seeman, R.",1,https://herbarium.bgbm.org/object/B200095472,13610,"Seeman, R.","Seemann, B.C.",0.86
16537,Semmler,,,,,,,,Semmler,1,http://id.snsb.info/snsb/collection/518826/642087/300395,17804,Semmler,"Kemmler, C.A.",0.86
16604,Setten,J.,,van,,,,,"Setten, J.",4,https://herbarium.bgbm.org/object/B100268362,2734,"Setten, J.","Setten, A.K.v.",0.86
16603,Setten J,,,van,,,,,Setten J,2,https://herbarium.bgbm.org/object/B100278609,9127,Setten J,"Setten, A.K.v.",0.86
16685,Siang,H.J.,,,,,,,"Siang, H.J.",1,https://herbarium.bgbm.org/object/B100365117,15759,"Siang, H.J.","Wang, H.J.",0.86
16723,Sigfridsson,E.,,,,,,,"Sigfridsson, E.",2,https://herbarium.bgbm.org/object/B101137411,8193,"Sigfridsson, E.","Sigfridus, J.",0.86
16759,Silva,Y.T.,,,,,,,"Silva, Y.T.",2,https://herbarium.bgbm.org/object/B100644591,10877,"Silva, Y.T.","Silva, M.",0.86
16771,Simanowski,,,,,,,,Simanowski,2,https://dr.jacq.org/DR058891,595,Simanowski,"Janowski, M.",0.86
16799,Sin,S.S.,,,,,,,"Sin, S.S.",7,https://herbarium.bgbm.org/object/B200089144,3922,"Sin, S.S.","Singh, S.S.",0.86
16942,Snarkis,P.,,,,,,,"Snarkis, P.",1,https://herbarium.bgbm.org/object/B101068222,11629,"Snarkis, P.","Snarskis, P.P.",0.86
16974,Soest,W.,,,,,,,"Soest, W.",1,https://herbarium.bgbm.org/object/B200053456,1024,"Soest, W.","Soest, J.L.v.",0.86
17116,Spear,E.,,,,,,,"Spear, E.",7,http://id.snsb.info/snsb/collection/501153/622372/279956,14312,"Spear, E.","Speare, A.T.",0.86
17267,Steffenburg,W.,,,,,,,"Steffenburg, W.",2,https://herbarium.bgbm.org/object/B101013947,10176,"Steffenburg, W.","Steffen, H.",0.86
17348,Stevanovic,N.,,,,,,,"Stevanovic, N.",1,https://herbarium.bgbm.org/object/B100365649,3151,"Stevanovic, N.","Stevanović, V.",0.86
17353,Steven,C. von,,,,,,,"Steven, C. von",8,https://je.jacq.org/JE00013187,12114,"Steven, C. von","Steven, C.v.",0.86
17438,Strandmark,E.,,,,,,,"Strandmark, E.",2,https://herbarium.bgbm.org/object/B100749320,4647,"Strandmark, E.","Landmark, E.A.T.",0.86
17445,Straube,,,,,,,,Straube,3,https://herbarium.bgbm.org/object/B100167391,14353,Straube,"Straub, J.",0.86
17936,Thilenius,J.,,,,,,,"Thilenius, J.",1,https://herbarium.bgbm.org/object/B100184305,12046,"Thilenius, J.","Hellenius, J.",0.86
18138,Topping,D.L.,,,,,,,"Topping, D.L.",50,https://herbarium.bgbm.org/object/B100277327,14265,"Topping, D.L.","Toppin, S.M.",0.86
18393,Uebelmann,W.,,,,,,,"Uebelmann, W.",4,https://herbarium.bgbm.org/object/B100518581,13935,"Uebelmann, W.","Uebel, E.",0.86
18461,Urai,,,,,,,,Urai,1,https://herbarium.bgbm.org/object/B100158678,16315,Urai,"Ura, T.",0.86
18491,Urville,,,,,,,,Urville,1,https://herbarium.bgbm.org/object/B31037301,14593,Urville,"Ferville, A.",0.86
18564,Vanden Berghen,C.,,,,,,,"Vanden Berghen, C.",5,https://herbarium.bgbm.org/object/B100023220,17986,"Vanden Berghen, C.","Berghen, C.V.",0.86
18651,Veldhuis,E.A.M.,,,,,,,"Veldhuis, E.A.M.",2,https://je.jacq.org/JE04002974,2089,"Veldhuis, E.A.M.","Veldhuisen, R.v.",0.86
18677,Ventosa Rodríguez,I.,,,,,,,"Ventosa Rodríguez, I.",1,https://je.jacq.org/JE00013115,13634,"Ventosa Rodríguez, I.","Rodríguez, I.V.",0.86
611,Voigt,Walther,,,,,,,"Voigt, Walther",1,https://dr.jacq.org/DR033528,537,"Voigt, Walther","Voigt, Max",0.86
18988,Wagemann,G.,,,,,,,"Wagemann, G.",1,https://herbarium.bgbm.org/object/B100614680,4155,"Wagemann, G.","Hagemann, W.",0.86
19162,Wawra,,,,,,,,Wawra,2,https://herbarium.bgbm.org/object/B100294617,12175,Wawra,"Wawrik, F.",0.86
19252,Weinthal,,,,,,,,Weinthal,1,https://herbarium.bgbm.org/object/B101124420,6341,Weinthal,"Reinthal, W.J.",0.86
19802,Württemberg,F.P.W.,,von,,,,,"Württemberg, F.P.W.",44,http://id.snsb.info/snsb/collection/501294/622513/280097,19411,"Württemberg, F.P.W.","Württemberg, D.P.W.o.",0.86
19829,Yaringano,V.,,,,,,,"Yaringano, V.",9,https://herbarium.bgbm.org/object/B100538526,16018,"Yaringano, V.","Mangano, V.",0.86
19830,Yashima,M.,,,,,,,"Yashima, M.",1,https://herbarium.bgbm.org/object/B100217250,14830,"Yashima, M.","Terashima, M.",0.86
19936,Zavrel,F.,,,,,,,"Zavrel, F.",1,https://herbarium.bgbm.org/object/B100124108,1298,"Zavrel, F.","Zavřel, F.",0.86
19980,Zetter,,,,,,,,Zetter,6,https://dr.jacq.org/DR058682,19682,Zetter,"Zetterlund, H.",0.86
20016,Zick,,,,,,,,Zick,11,http://id.snsb.info/snsb/collection/519235/642496/300804,9582,Zick,"Zickler, H.",0.86
7,Aichinger,Vv,,,,,,,"Aichinger, Vv",1,https://herbarium.bgbm.org/object/B101015390,422,"Aichinger, Vv","Aichinger, Valentin von",0.87
245,Aleksanyan,A.,,,,,,,"Aleksanyan, A.",13,https://herbarium.bgbm.org/object/B100810598,18249,"Aleksanyan, A.","Aleksandrov, A.",0.87
315,Altheimer,C.,,,,,,,"Altheimer, C.",20,https://herbarium.bgbm.org/object/B101154523,15792,"Altheimer, C.","Theimer, C.",0.87
